demand_id,origin_yard_id,dest_yard_id,volume,block_type
769,10913,10394,465,Merchandise
770,10913,10708,350,Merchandise
771,10913,10778,350,Merchandise
772,10913,10785,350,Merchandise
773,10913,10968,350,Merchandise
774,10913,11512,700,Merchandise
775,10913,10650,350,Merchandise
776,10913,10223,350,Merchandise
777,11012,10704,1400,Merchandise
778,11012,10115,1050,Merchandise
779,11012,11208,1128,Merchandise
780,11012,10259,700,Merchandise
781,11012,10394,964,Merchandise
782,11012,10785,350,Merchandise
783,11012,10913,700,Merchandise
784,11012,11021,700,Merchandise
785,11012,11022,700,Merchandise
786,11012,11646,1400,Merchandise
787,11012,10023,1974,Merchandise
788,11012,11420,2195,Merchandise
789,11012,10546,912,Merchandise
790,11012,10539,754,Merchandise
791,11012,10448,350,Merchandise
792,11012,10390,1867,Merchandise
793,11012,10223,700,Merchandise
794,11012,10101,353,Merchandise
795,11012,10238,700,Merchandise
796,11012,10139,1050,Merchandise
797,11012,10242,1061,Merchandise
798,11012,10278,944,Merchandise
799,11012,10304,643,Merchandise
800,11012,10378,700,Merchandise
801,11012,10650,430,Merchandise
802,11012,10417,350,Merchandise
803,11012,10640,350,Merchandise
804,11012,10158,350,Merchandise
805,11012,10163,350,Merchandise
806,11012,10534,350,Merchandise
807,11012,11670,350,Merchandise
808,11012,11690,350,Merchandise
809,11012,11708,350,Merchandise
810,11012,11711,350,Merchandise
811,11012,11715,350,Merchandise
812,10394,10913,350,Merchandise
813,10394,11021,350,Merchandise
814,10394,11022,350,Merchandise
815,10394,10390,350,Merchandise
816,10394,11012,700,Merchandise
817,10394,11420,1050,Merchandise
818,10394,10242,350,Merchandise
819,10394,10304,350,Merchandise
820,10394,10398,700,Merchandise
821,10394,10402,700,Merchandise
822,10394,10426,350,Merchandise
823,10394,10623,350,Merchandise
824,10394,10637,350,Merchandise
825,10394,10652,350,Merchandise
826,10394,10707,1050,Merchandise
827,10394,10708,700,Merchandise
828,10394,10768,350,Merchandise
829,10394,10810,350,Merchandise
830,10394,10831,1050,Merchandise
831,10394,10894,350,Merchandise
832,10394,10956,350,Merchandise
833,10394,10957,350,Merchandise
834,10394,10976,350,Merchandise
835,10394,11073,350,Merchandise
836,10394,11077,350,Merchandise
837,10394,11099,1050,Merchandise
838,10394,11512,350,Merchandise
839,10394,10650,350,Merchandise
840,10394,10640,700,Merchandise
841,10394,10641,700,Merchandise
842,10394,10985,700,Merchandise
843,10394,10023,350,Merchandise
844,10394,10417,350,Merchandise
845,10394,10778,350,Merchandise
846,10708,10913,350,Merchandise
847,10708,11021,350,Merchandise
