demand_id,origin_yard_id,dest_yard_id,volume,block_type
747,11512,10159,700,Merchandise
748,11512,10184,396,Merchandise
749,11512,10402,700,Merchandise
750,11512,10707,1050,Merchandise
751,11512,11099,700,Merchandise
752,11512,10913,350,Merchandise
753,11512,10115,1121,Merchandise
754,11512,11208,5144,Merchandise
755,11512,10073,350,Merchandise
756,11512,10294,350,Merchandise
757,11512,10374,350,Merchandise
758,11512,10376,350,Merchandise
759,11512,10377,350,Merchandise
760,11512,10394,674,Merchandise
761,11512,10242,350,Merchandise
762,11512,10304,350,Merchandise
763,11512,10417,350,Merchandise
764,11512,10708,350,Merchandise
765,11512,11488,1359,Merchandise
766,10913,11208,1400,Merchandise
767,10913,10115,1057,Merchandise
768,10913,10704,700,Merchandise
769,10913,11012,1050,Merchandise
770,10913,10394,465,Merchandise
771,10913,10708,350,Merchandise
772,10913,10778,350,Merchandise
773,10913,10785,350,Merchandise
774,10913,10968,350,Merchandise
775,10913,11512,700,Merchandise
776,10913,10650,350,Merchandise
777,10913,10223,350,Merchandise
778,11012,10704,1400,Merchandise
779,11012,11208,612,Merchandise
780,11012,10115,700,Merchandise
781,11012,10259,700,Merchandise
782,11012,10394,865,Merchandise
783,11012,10785,350,Merchandise
784,11012,10913,700,Merchandise
785,11012,11021,365,Merchandise
786,11012,11022,350,Merchandise
787,11012,10066,350,Merchandise
788,11012,10306,350,Merchandise
789,11012,10667,350,Merchandise
790,11012,10680,350,Merchandise
791,11012,10685,350,Merchandise
792,11012,10722,350,Merchandise
793,11012,10825,350,Merchandise
794,11012,10862,350,Merchandise
795,11012,10893,350,Merchandise
796,11012,10908,350,Merchandise
797,11012,10924,350,Merchandise
798,11012,10941,350,Merchandise
799,11012,10951,350,Merchandise
800,11012,10960,350,Merchandise
801,11012,10963,350,Merchandise
802,11012,10967,350,Merchandise
803,11012,10975,350,Merchandise
804,11012,10983,350,Merchandise
805,11012,10992,350,Merchandise
806,11012,10650,700,Merchandise
807,11012,10378,734,Merchandise
808,11012,10546,700,Merchandise
809,11012,10539,700,Merchandise
810,11012,10238,673,Merchandise
811,11012,10390,1050,Merchandise
812,11012,11420,1400,Merchandise
813,11012,10242,711,Merchandise
814,11012,10304,643,Merchandise
815,11012,10223,700,Merchandise
816,11012,10417,350,Merchandise
817,11012,10640,350,Merchandise
818,11012,10158,350,Merchandise
819,11012,11646,700,Merchandise
820,11012,10023,1050,Merchandise
821,11012,10139,700,Merchandise
822,11012,10278,700,Merchandise
823,11012,10163,350,Merchandise
824,11012,10534,350,Merchandise
825,11012,11670,350,Merchandise
826,11012,11690,350,Merchandise
827,11012,11708,350,Merchandise
828,10133,10158,700,Merchandise
829,10133,10171,700,Merchandise
830,10133,11488,700,Merchandise
831,10133,10109,393,Merchandise
832,10133,10223,700,Merchandise
833,10133,11008,700,Merchandise
834,10133,10181,405,Merchandise
835,10133,10415,793,Merchandise
836,10133,10148,1050,Merchandise
837,10133,11694,700,Merchandise
838,10133,10100,700,Merchandise
839,10133,10132,700,Merchandise
840,10133,10143,700,Merchandise
841,10133,10172,700,Merchandise
842,10133,10176,374,Merchandise
843,10133,10213,350,Merchandise
844,10133,10186,350,Merchandise
845,10133,10023,1050,Merchandise
846,10133,11646,1117,Merchandise
847,10133,10448,700,Merchandise
848,10133,11420,350,Merchandise
849,10133,10390,788,Merchandise
850,10133,10163,700,Merchandise
851,10133,10323,350,Merchandise
852,10133,10224,700,Merchandise
853,10133,10488,350,Merchandise
854,10133,10527,350,Merchandise
855,10133,10263,700,Merchandise
856,10133,10125,350,Merchandise
857,10133,10126,350,Merchandise
858,10133,10127,350,Merchandise
859,10133,10115,700,Merchandise
860,10133,10704,700,Merchandise
861,10133,11208,700,Merchandise
862,10133,10259,700,Merchandise
863,10133,10394,603,Merchandise
864,10133,10130,350,Merchandise
865,10133,10124,350,Merchandise
866,10133,10539,350,Merchandise
867,10133,10195,350,Merchandise
868,10133,10238,350,Merchandise
869,10133,10278,350,Merchandise
870,10133,10775,350,Merchandise
871,10133,11031,350,Merchandise
872,10133,11033,350,Merchandise
873,10133,11428,350,Merchandise
874,10133,11012,350,Merchandise
875,10133,10139,350,Merchandise
876,11008,10148,1050,Merchandise
877,11008,11646,350,Merchandise
878,11008,10390,640,Merchandise
879,11008,10133,1400,Merchandise
880,11008,10186,769,Merchandise
