node_id,node_type,x_coord,y_coord,name,yard_type,yard_level,railroad_id,num_tracks,handling_capacity,handling_cost,is_interchange,allowed_commodities,allowed_traversal,datasource
10127,yard,-122.2145579,47.99532701384666,BAYSIDE YARD,major_flat,2.0,BNSF,65.0,20000.0,90.0,False,"merchandise,intermodal,automobile,coal,grain",all,Satellite imagery - manual count
10128,yard,-90.41786703,39.99805606816235,BEARDSTOWN,local,3.0,BNSF,5.0,1500.0,90.0,False,"merchandise,coal,grain",all,Estimated based on yard level
10129,yard,-94.11686835,30.094836699162663,BEAUMONT,major_flat,2.0,BNSF,46.0,1500.0,90.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10130,yard,-106.7688993,34.646802116114266,BELEN,major_flat,2.0,BNSF,31.0,20000.0,90.0,False,"merchandise,intermodal,automobile,coal,grain",all,Satellite imagery - manual count
10131,yard,-122.4962766,48.75709575577754,BELLINGHAM,major_flat,2.0,BNSF,37.0,20000.0,90.0,True,"merchandise,intermodal,automobile,coal,grain",all,Satellite imagery - manual count
10132,yard,-105.0147182,39.50390405271609,BIG LIFT AUTORAMP,local,3.0,BNSF,5.0,1500.0,90.0,True,"merchandise,coal,grain",all,Estimated based on yard level
10133,yard,-108.5129008,45.777270061911175,BILLINGS,hump,1.0,BNSF,70.0,30000.0,90.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10135,yard,-94.19582407,46.35754228044132,BRAINERD,local,3.0,BNSF,27.0,1500.0,90.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10136,yard,-96.57780151,46.26255538689777,BRECKENRIDGE,local,3.0,BNSF,5.0,1500.0,90.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10137,yard,-108.4363362,45.81086788446645,BRICK,local,3.0,BNSF,3.0,1500.0,210.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10138,yard,-98.96864744,31.70824464309871,BROWNWOOD,local,3.0,BNSF,17.0,1500.0,210.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10139,yard,-91.43558689,40.387946779868855,BUENA VISTA,major_flat,2.0,BNSF,25.0,20000.0,210.0,False,"merchandise,intermodal,automobile,coal,grain",all,Satellite imagery - manual count
10141,yard,-90.09780301,38.01499508930111,CAPE GIRARDEAU,local,3.0,BNSF,4.0,1500.0,210.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10142,yard,-87.75982828,41.76446610885452,CARLING,local,3.0,BRC,12.0,1500.0,210.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10143,yard,-106.4423327,42.939723838738935,CASPER NATRONA OIL TERMINAL,local,3.0,BNSF,18.0,1500.0,210.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10144,yard,-122.9474811,46.72896490886004,CENTRALIA,local,3.0,BNSF,8.0,1500.0,210.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10145,yard,-89.15110122,38.47735485230265,CENTRALIA (BNSF),local,3.0,CN,10.0,1500.0,210.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10146,yard,-96.01476243,36.12220815474367,CHEROKEE,local,3.0,BNSF,17.0,1500.0,210.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10147,yard,-122.3530807,47.578371931414026,CHEVRON TERMINAL,local,3.0,BNSF,4.0,1500.0,210.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10148,yard,-104.841551,41.14094119217151,CHEYENNE (BNSF),major_flat,2.0,BNSF,19.0,20000.0,100.0,False,"merchandise,intermodal,automobile,coal,grain",all,Satellite imagery - manual count
10149,yard,-100.2279574,34.42867478037286,CHILDRESS,local,3.0,BNSF,3.0,1500.0,100.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10150,yard,-90.24725229,38.62563360199224,CHOUTEAU,local,3.0,BNSF,18.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10151,yard,-87.76238612,41.840070532818544,CICERO,local,3.0,BNSF,7.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10152,yard,-97.38364366,32.37486722522893,CLEBURNE,local,3.0,BNSF,14.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10153,yard,-92.44485058,46.723248474578384,CLOQUET,local,3.0,BNSF,5.0,1500.0,100.0,False,"merchandise,coal,grain",all,Estimated based on yard level
10154,yard,-103.2062645,34.397524020642194,CLOVIS,local,3.0,BNSF,16.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10155,yard,-122.3310629,47.58431769988052,COACH,major_flat,2.0,BNSF,25.0,20000.0,100.0,False,"merchandise,intermodal,automobile,coal,grain",all,Satellite imagery - manual count
10157,yard,-97.37795847,41.426392866187854,COLUMBUS,local,3.0,UP,12.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10158,yard,-118.1521299,33.99431281274566,COMMERCE YARD,hump,1.0,BNSF,33.0,30000.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10159,yard,-79.87506596,40.29184106879506,CONNELL,local,3.0,URR,7.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10160,yard,-121.2551336,37.94866601766672,CORONA YARD,local,3.0,BNSF,12.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10161,yard,-87.71577282,41.81950980771148,CORWITH,local,3.0,BNSF,15.0,1500.0,90.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10162,yard,-94.35199885,41.05730686998011,CRESTON,local,3.0,BNSF,5.0,1500.0,90.0,True,"merchandise,coal,grain",all,Estimated based on yard level
10163,yard,-93.04603215,44.941016974631694,DAYTON'S BLUFF YARD,hump,1.0,BNSF,40.0,30000.0,90.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10164,yard,-122.1853139,48.00334007038893,DELTA,local,3.0,BNSF,12.0,1500.0,90.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10165,yard,-122.1852426,48.00359685037279,DELTA YARD,local,3.0,BNSF,12.0,1500.0,90.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10166,yard,-98.884014,48.12194407959044,DEVILS LAKE,local,3.0,BNSF,4.0,1500.0,90.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10167,yard,-81.50566936,38.2067737444285,DICKINSON,local,3.0,KNWA,16.0,1500.0,90.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10168,yard,-96.69663667,46.87394411824846,DILWORTH,intermodal,3.0,BNSF,25.0,5000.0,90.0,True,"intermodal,automobile",all,Satellite imagery - manual count
10170,yard,-97.32418749,32.75313974659776,DOWNTOWN,local,3.0,BNSF,9.0,1500.0,90.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10171,yard,-121.7409123,38.00641631553114,DU POINT YARD,major_flat,2.0,BNSF,49.0,20000.0,90.0,False,"merchandise,intermodal,automobile,coal,grain",all,Satellite imagery - manual count
10172,yard,-102.7940358,42.0939943749419,EAST ALLIANCE,local,3.0,BNSF,11.0,1500.0,90.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10173,yard,-97.85604587,36.4117351027468,EAST ENID,local,3.0,BNSF,19.0,1500.0,400.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10174,yard,-122.7337319,45.58838387743158,EAST ST JOHNS YARD,local,3.0,BNSF,3.0,1500.0,400.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10175,yard,-86.8360217,33.5328506540625,EAST THOMAS,local,3.0,BNSF,11.0,1500.0,400.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10176,yard,-103.8244153,43.29660827727348,EDGEMONT,intermodal,3.0,BNSF,15.0,5000.0,400.0,False,"intermodal,automobile",all,Satellite imagery - manual count
10177,yard,-106.501911,31.762648486622325,EL PASO,local,3.0,BNSF,5.0,1500.0,400.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10179,yard,-95.85059646,41.23515999998553,ELEVATOR,intermodal,3.0,BNSF,56.0,5000.0,400.0,True,"intermodal,automobile",all,Satellite imagery - manual count
10180,yard,-122.3685143,47.62520963969408,ELLIOT BAY PARK,local,3.0,BNSF,13.0,1500.0,400.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10181,yard,-115.7267353,40.863681323850095,ELLIOT YARD,major_flat,2.0,UP,38.0,1500.0,400.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10182,yard,-120.9038467,37.633895635770365,EMPIRE YARD,local,3.0,MET,23.0,1500.0,400.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10183,yard,-96.20609291,38.40099441664985,EMPORIA,local,3.0,BNSF,5.0,1500.0,400.0,False,"merchandise,coal,grain",all,Estimated based on yard level
10184,yard,-76.92123758,40.30371649347271,EOLA,local,3.0,NS,5.0,1500.0,400.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10185,yard,-93.7834625,32.498286115314315,ERIE STREET,local,3.0,CPKC,9.0,1500.0,400.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10186,yard,-113.9808519,48.34937859582618,ESSEX,major_flat,2.0,BNSF,20.0,20000.0,400.0,False,"merchandise,intermodal,automobile,coal,grain",all,Satellite imagery - manual count
10187,yard,-95.58495258,40.02461921887665,FALLS CITY,local,3.0,BNSF,20.0,1500.0,400.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10188,yard,-119.0225609,46.14686395953562,FINLEY,local,3.0,BNSF,10.0,1500.0,200.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10189,yard,-119.2727527,45.79128535247767,FINLEY YARD,local,3.0,UP,8.0,1500.0,200.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10190,yard,-97.48354784,35.37986938474191,FLYNN,intermodal,3.0,BNSF,12.0,5000.0,200.0,False,"intermodal,automobile",all,Satellite imagery - manual count
10191,yard,-94.473015,39.1945184179243,FORD CLAYCOMO PLANT,local,3.0,BNSF,10.0,1500.0,200.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10192,yard,-106.694636,46.26027028556544,FORSYTH,local,3.0,BNSF,4.0,1500.0,200.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10193,yard,-91.33773994,40.62358377577119,FORT MADISON,local,3.0,BNSF,24.0,1500.0,200.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10194,yard,-96.49996143,41.42898583602278,FREMONT BNSF,local,3.0,BNSF,9.0,1500.0,200.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10195,yard,-94.69609413,37.84692523997759,FT SCOTT,major_flat,2.0,BNSF,20.0,20000.0,200.0,False,"merchandise,intermodal,automobile,coal,grain",all,Satellite imagery - manual count
10197,yard,-117.941346,33.869065654069345,FULLERTON YARD,local,3.0,BNSF,5.0,1500.0,200.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10198,yard,-82.79196741,37.80817031003811,GAINESVILLE,local,3.0,CSXT,15.0,1500.0,200.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10199,yard,-90.38166842,40.91871032717363,GALESBURG,local,3.0,BNSF,5.0,1500.0,200.0,True,"merchandise,coal,grain",all,Estimated based on yard level
10201,yard,-94.84002037,29.29517153374901,GALVESTON (BNSF),local,3.0,BNSF,7.0,1500.0,200.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10202,yard,-96.50427587,43.71717025247575,GARRETSON,local,3.0,BNSF,5.0,1500.0,200.0,True,"merchandise,coal,grain",all,Estimated based on yard level
10203,yard,-101.1847531,48.23711229573108,GAVIN,local,3.0,BNSF,6.0,1500.0,200.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10204,yard,-95.92325928,41.22042437483965,GIBSON YARD,local,3.0,BNSF,19.0,1500.0,200.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10205,yard,-105.5062821,44.29474192497671,GILLETTE,major_flat,2.0,BNSF,37.0,1500.0,200.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10206,yard,-94.6108568,39.0729282372146,GLEN PARK,local,3.0,BNSF,5.0,1500.0,200.0,False,"merchandise,coal,grain",all,Estimated based on yard level
10207,yard,-104.7125611,47.1045834773044,GLENDIVE,local,3.0,BNSF,19.0,1500.0,200.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10209,yard,-97.06213723,47.9177084758275,GRAND FORKS,local,3.0,BNSF,5.0,1500.0,200.0,True,"merchandise,coal,grain",all,Estimated based on yard level
10210,yard,-111.3422126,47.50536479036026,GREAT FALLS,local,3.0,BNSF,19.0,1500.0,200.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10213,yard,-104.7170982,42.26775567463202,GUERNSEY,local,3.0,BNSF,9.0,1500.0,200.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10214,yard,-90.20551555,35.23453348812777,HARVARD,local,3.0,BNSF,5.0,1500.0,200.0,False,"merchandise,coal,grain",all,Estimated based on yard level
10215,yard,-98.40541407,40.58295720852372,HASTINGS,local,3.0,BNSF,28.0,1500.0,200.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10216,yard,-116.9454259,47.78387150571211,HAUSER,local,3.0,BNSF,8.0,1500.0,200.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10217,yard,-109.6641875,48.56159679649819,HAVRE,local,3.0,BNSF,15.0,1500.0,200.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10218,yard,-118.1845093,34.00461972638762,HOBART YARD,local,3.0,BNSF,25.0,1500.0,200.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10219,yard,-97.31724385,32.80636738756011,HOLDEGE,local,3.0,FWWR,5.0,1500.0,200.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10220,yard,-118.2432557,33.75198706342874,HONDA TERMINAL YARD,local,3.0,PHL,19.0,1500.0,200.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10222,yard,-93.58482471,41.58593302011221,IOWA TRANSFER YARD,local,3.0,BNSF,11.0,1500.0,200.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10223,yard,-96.93917312,32.836285655414535,IRVING,hump,1.0,BNSF,64.0,100000.0,200.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10224,yard,-98.72426941,46.90879389399463,JAMESTOWN,major_flat,2.0,BNSF,19.0,20000.0,200.0,False,"merchandise,intermodal,automobile,coal,grain",all,Satellite imagery - manual count
10225,yard,-88.0795838,41.54801209291988,JOLIET,local,3.0,BNSF,25.0,1500.0,200.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10226,yard,-122.7507667,45.63366146099555,KELLEY POINT AUTO YARD,local,3.0,BNSF,9.0,1500.0,200.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
