yard_id,yard_name,yard_level,yard_type,handling_capacity,sent_demand,received_demand,usage
10810,HILLERY,2,major_flat,20000,0,0,0
10831,KEYSER,2,major_flat,20000,0,0,0
10855,MEMPHIS JCT,2,major_flat,20000,0,0,0
10858,MIDDLEBORO,2,major_flat,20000,0,0,0
10894,OSBORN,2,major_flat,20000,0,0,0
10913,PRITCHARD,2,major_flat,20000,0,0,0
10956,STANLEY,2,major_flat,20000,0,0,0
10957,STATE STREET,2,major_flat,20000,0,0,0
10968,UNION CITY,2,major_flat,20000,0,0,0
10976,WAYNE (CSXT),2,major_flat,20000,0,0,0
10985,WOODBOURNE,2,major_flat,20000,0,0,0
11021,HIALEAH (FEC),2,major_flat,20000,0,0,0
11022,NEW SMYRNA BEACH,2,major_flat,20000,0,0,0
11031,FORT CHAFFEE,2,major_flat,20000,0,0,0
11033,ARSENAL,2,major_flat,20000,0,0,0
11060,CBGR (WAB) YARD,2,major_flat,20000,0,0,0
11073,CONMIL,2,major_flat,20000,0,0,0
11077,SENATE AVE,2,major_flat,20000,0,0,0
11099,INSTITUTE,2,major_flat,20000,0,0,0
11400,SOUTH FORK,2,major_flat,20000,0,0,0
11428,WILDS,2,major_flat,20000,0,0,0
11457,BERTH 200 WEST BASIN ICTF YARD,2,major_flat,20000,0,0,0
11487,HOQUIAM,2,major_flat,20000,0,0,0
11490,TERMINAL 4 ON-SIDE DOCK,2,major_flat,20000,0,0,0
11518,BELLE FORCHE,2,major_flat,20000,0,0,0
11603,ALFALFA,2,major_flat,20000,0,0,0
11651,DAVIDSON (CENTENNIAL),2,major_flat,20000,0,0,0
11656,DUPO,2,major_flat,20000,0,0,0
11670,EUREKA,2,major_flat,20000,0,0,0
11678,FREMONT (UP),2,major_flat,20000,0,0,0
11690,HARDY STREET,2,major_flat,20000,0,0,0
11694,HELPER,2,major_flat,20000,0,0,0
11702,IVORY,2,major_flat,20000,0,0,0
11703,JEFFERSON CITY,2,major_flat,20000,0,0,0
11708,KINDER-MORGAN,2,major_flat,20000,0,0,0
11711,LAKE HAYES,2,major_flat,20000,0,0,0
11715,LIVONIA,2,major_flat,20000,0,0,0
11727,MALDEN,2,major_flat,20000,0,0,0
11751,MUSKOGEE,2,major_flat,20000,0,0,0
10002,OTTAWA,3,local,1500,0,0,0
10003,OTTAWA SOUTH,3,local,1500,0,0,0
10005,BIRMINGHAM (ABWR),3,local,1500,0,0,0
10008,ALBANY YARD,3,local,1500,0,0,0
10010,MAGNOLIA,3,local,1500,0,0,0
10011,MOBILE (AGR),3,local,1500,0,0,0
10013,HELENA,3,local,1500,0,0,0
10015,MCGEHEE (AKMD),3,local,1500,0,0,0
10017,MOBILE (CN),3,local,1500,0,0,0
10020,MONROE STATION,3,local,1500,0,0,0
10021,ALTON & SOUTHERN,3,local,1500,0,0,0
10022,EAST ST LOUIS AUTORAMP,3,local,1500,0,0,0
10025,FT SMITH (AM),3,local,1500,0,0,0
10027,ALBANY AMTRAK SHOPS,3,local,1500,0,0,0
10028,BAYVIEW (NS),3,local,1500,0,0,0
10029,BEAR SHOPS,3,local,1500,0,0,0
10030,BOTSFORD,3,local,1500,0,0,0
10031,HARRISON,3,local,1500,0,0,0
10033,HINMAN,3,local,1500,0,0,0
10042,WEST ALBANY,3,local,1500,0,0,0
10048,ALIQUIPPA,3,local,1500,0,0,0
10049,BLACKS RUN,3,local,1500,0,0,0
10050,KENWOOD,3,local,1500,0,0,0
10051,PORT OF ALBANY,3,local,1500,0,0,0
10060,PARKER YARD,3,local,1500,0,0,0
10063,KENNEY,3,local,1500,0,0,0
10064,SHARPSBURG (AVR),3,local,1500,0,0,0
10065,VERONA,3,local,1500,0,0,0
10066,GARDEN CITY #1,3,local,1500,0,0,0
10068,ANACONDA,3,local,1500,0,0,0
10069,EAST ANACONDA,3,local,1500,0,0,0
10071,SHERMAN,3,local,1500,0,0,0
10073,EAST CHARLOTTESVILLE,3,local,1500,0,0,0
10078,LEWISTON,3,local,1500,0,0,0
10081,ENSLEY,3,local,1500,0,0,0
10082,EXUM,3,local,1500,0,0,0
10083,FLINTRIDGE,3,local,1500,0,0,0
10088,OTTUMWA (BJRY),3,local,1500,0,0,0
10089,14TH ST COACH,3,local,1500,0,0,0
10090,17TH ST YARD,3,local,1500,0,0,0
10091,18TH STREET,3,local,1500,0,0,0
10092,22ND STREET YARD,3,local,1500,0,0,0
10093,8TH STREET YARD,3,local,1500,0,0,0
10094,9TH ST YARD (BNSF),3,local,1500,0,0,0
10095,ABERDEEN,3,local,1500,0,0,0
10097,ALASKA RAIL FERRY,3,local,1500,0,0,0
10099,ALCOA YARD,3,local,1500,0,0,0
10100,ALLIANCE,3,local,1500,0,0,0
10102,AMARILLO AUTO RAMP,3,local,1500,0,0,0
10103,AMORY,3,local,1500,0,0,0
10104,APPLE,3,local,1500,0,0,0
10105,APPLE YARD,3,local,1500,0,0,0
10106,ARDMORE,3,intermodal,5000,0,0,0
10107,ARGENTINE,3,intermodal,5000,0,0,0
10108,ARGENTINE YARD,3,intermodal,5000,0,0,0
10110,ARGO YARD,3,intermodal,5000,0,0,0
10111,ARKANSAS CITY,3,local,1500,0,0,0
10112,ARLINGTON,3,local,1500,0,0,0
10113,ARLINGTON YARD,3,local,1500,0,0,0
10117,AVONDALE,3,local,1500,0,0,0
10118,AVONDALE (BNSF),3,local,1500,0,0,0
10119,AVONDALE INTRMDL,3,local,1500,0,0,0
10121,BAKERSFIELD YARD,3,local,1500,0,0,0
10122,BALMER,3,local,1500,0,0,0
10123,BALMER YARD,3,local,1500,0,0,0
10124,BARSTOW YARD,3,local,20000,0,0,0
10128,BEARDSTOWN,3,local,1500,0,0,0
10132,BIG LIFT AUTORAMP,3,local,1500,0,0,0
10135,BRAINERD,3,local,1500,0,0,0
10136,BRECKENRIDGE,3,local,1500,0,0,0
10137,BRICK,3,local,1500,0,0,0
10138,BROWNWOOD,3,local,1500,0,0,0
10141,CAPE GIRARDEAU,3,local,1500,0,0,0
10142,CARLING,3,local,1500,0,0,0
10143,CASPER NATRONA OIL TERMINAL,3,local,1500,0,0,0
10144,CENTRALIA,3,local,1500,0,0,0
10145,CENTRALIA (BNSF),3,local,1500,0,0,0
10146,CHEROKEE,3,local,1500,0,0,0
10147,CHEVRON TERMINAL,3,local,1500,0,0,0
10149,CHILDRESS,3,local,1500,0,0,0
10150,CHOUTEAU,3,local,1500,0,0,0
10151,CICERO,3,local,1500,0,0,0
10152,CLEBURNE,3,local,1500,0,0,0
10153,CLOQUET,3,local,1500,0,0,0
10154,CLOVIS,3,local,1500,0,0,0
10157,COLUMBUS,3,local,1500,0,0,0
10159,CONNELL,3,local,1500,0,0,0
10160,CORONA YARD,3,local,1500,0,0,0
10161,CORWITH,3,local,1500,0,0,0
10162,CRESTON,3,local,1500,0,0,0
10164,DELTA,3,local,1500,0,0,0
10165,DELTA YARD,3,local,1500,0,0,0
10166,DEVILS LAKE,3,local,1500,0,0,0
10167,DICKINSON,3,local,1500,0,0,0
10168,DILWORTH,3,intermodal,5000,0,0,0
10170,DOWNTOWN,3,local,1500,0,0,0
10172,EAST ALLIANCE,3,local,1500,0,0,0
10173,EAST ENID,3,local,1500,0,0,0
10174,EAST ST JOHNS YARD,3,local,1500,0,0,0
10175,EAST THOMAS,3,local,1500,0,0,0
10176,EDGEMONT,3,intermodal,5000,0,0,0
10177,EL PASO,3,local,1500,0,0,0
10179,ELEVATOR,3,intermodal,5000,0,0,0
10180,ELLIOT BAY PARK,3,local,1500,0,0,0
10182,EMPIRE YARD,3,local,1500,0,0,0
10183,EMPORIA,3,local,1500,0,0,0
10184,EOLA,3,local,1500,0,0,0
10185,ERIE STREET,3,local,1500,0,0,0
10187,FALLS CITY,3,local,1500,0,0,0
10188,FINLEY,3,local,1500,0,0,0
10189,FINLEY YARD,3,local,1500,0,0,0
10190,FLYNN,3,intermodal,5000,0,0,0
10191,FORD CLAYCOMO PLANT,3,local,1500,0,0,0
10192,FORSYTH,3,local,1500,0,0,0
10193,FORT MADISON,3,local,1500,0,0,0
10194,FREMONT BNSF,3,local,1500,0,0,0
10197,FULLERTON YARD,3,local,1500,0,0,0
10198,GAINESVILLE,3,local,1500,0,0,0
10199,GALESBURG,3,local,1500,0,0,0
10201,GALVESTON (BNSF),3,local,1500,0,0,0
10202,GARRETSON,3,local,1500,0,0,0
10203,GAVIN,3,local,1500,0,0,0
10204,GIBSON YARD,3,local,1500,0,0,0
10206,GLEN PARK,3,local,1500,0,0,0
10207,GLENDIVE,3,local,1500,0,0,0
10209,GRAND FORKS,3,local,1500,0,0,0
10210,GREAT FALLS,3,local,1500,0,0,0
10213,GUERNSEY,3,local,1500,0,0,0
10214,HARVARD,3,local,1500,0,0,0
10215,HASTINGS,3,local,1500,0,0,0
10216,HAUSER,3,local,1500,0,0,0
10217,HAVRE,3,local,1500,0,0,0
10218,HOBART YARD,3,local,1500,0,0,0
10219,HOLDEGE,3,local,1500,0,0,0
10220,HONDA TERMINAL YARD,3,local,1500,0,0,0
10222,IOWA TRANSFER YARD,3,local,1500,0,0,0
10225,JOLIET,3,local,1500,0,0,0
10226,KELLEY POINT AUTO YARD,3,local,1500,0,0,0
10227,KEOKUK,3,local,20000,0,0,0
10229,KNOWD,3,local,1500,0,0,0
10231,LA HUERTA,3,local,1500,0,0,0
10232,LA JUNTA,3,local,1500,0,0,0
10233,LA MIRADA YARD,3,local,1500,0,0,0
10235,LAUREL,3,local,1500,0,0,0
10237,LETOURNEAU EAST,3,local,1500,0,0,0
10239,LINCOLN (UP),3,local,1500,0,0,0
10240,LINDENWOOD,3,local,1500,0,0,0
10243,LOGISTICS PARK KS CITY,3,local,1500,0,0,0
10244,LONG VIEW JCT YARD,3,intermodal,5000,0,0,0
10245,LONGMONT,3,local,1500,0,0,0
10246,LONGVIEW (BNSF),3,local,1500,0,0,0
10249,LUBBOCK (BNSF),3,local,1500,0,0,0
10250,LUBBOCK CONTAINER,3,local,1500,0,0,0
10252,LUTHER,3,intermodal,5000,0,0,0
10253,MADILL,3,local,1500,0,0,0
10254,MALABAR YARD,3,local,1500,0,0,0
10255,MANDAN,3,local,1500,0,0,0
10256,MARCELINE,3,local,1500,0,0,0
10257,MARSHALL (BNSF),3,local,1500,0,0,0
10258,MCCOOK,3,local,1500,0,0,0
10261,MIDWAY YARD,3,local,1500,0,0,0
10265,MISSOULA,3,local,1500,0,0,0
10266,MOBEST YARD,3,local,1500,0,0,0
10267,MONETT,3,local,1500,0,0,0
10268,MURRAY,3,local,1500,0,0,0
10269,NEEDLES YARD,3,local,1500,0,0,0
10270,NERSKA JCT,3,local,1500,0,0,0
10271,NEW SOUTH,3,local,1500,0,0,0
10272,NEWTON,3,local,1500,0,0,0
10273,NORTH,3,intermodal,5000,0,0,0
10274,NORTH BAY YARD,3,intermodal,5000,0,0,0
10276,NORTH PORTLAND,3,local,1500,0,0,0
10277,NORTH SPRINGFIELD,3,local,1500,0,0,0
10281,NORTHPORT (BNSF),3,local,1500,0,0,0
10282,NORTHSIDE,3,local,1500,0,0,0
10283,NORTHTOWN YARD,3,intermodal,5000,0,0,0
10284,NOWERS YARD,3,local,1500,0,0,0
10287,PASCO,3,local,1500,0,0,0
10289,PLAINS ALL AMERICA MANITOU,3,local,1500,0,0,0
10290,PLAINVIEW,3,local,1500,0,0,0
10291,PONCA CITY,3,local,1500,0,0,0
10292,PUEBLO,3,local,1500,0,0,0
10293,QUINCY,3,intermodal,5000,0,0,0
10294,RATON,3,local,1500,0,0,0
10298,RICHMOND YARD,3,local,1500,0,0,0
10300,ROCK ISLAND,3,local,1500,0,0,0
10301,ROCKY POINT YARD,3,local,1500,0,0,0
10302,ROZET,3,local,1500,0,0,0
10305,SAN BERNARDINO A YARD,3,local,1500,0,0,0
10306,SAVANNA,3,local,1500,0,0,0
10307,SCOTTSBLUFF,3,local,1500,0,0,0
10310,SHELBY,3,local,1500,0,0,0
10311,SHERMAN (BNSF),3,local,1500,0,0,0
10312,SHOPTON,3,local,1500,0,0,0
10313,SILSBEE,3,local,1500,0,0,0
10314,SIOUX CITY EAST,3,local,1500,0,0,0
10316,SLATON,3,local,1500,0,0,0
10317,SMITH AUTO YARD,3,local,1500,0,0,0
10319,SOUTH AMARILLO,3,local,1500,0,0,0
10320,SOUTH ENID (FRISCO),3,local,1500,0,0,0
10321,SOUTH KLAMATH FALLS YARD,3,local,1500,0,0,0
10322,SOUTH OMAHA,3,local,1500,0,0,0
10326,SPRINGFIELD,3,local,1500,0,0,0
10327,SPRINGFIELD NORTH,3,local,1500,0,0,0
10329,ST. PAUL INTERMODAL,3,local,1500,0,0,0
10330,STACEY ST,3,local,20000,0,0,0
10331,STE GENEVIEVE,3,local,1500,0,0,0
10332,STOCKTON INTERMODAL TERMINAL,3,local,1500,0,0,0
10334,STUART MESA YARD,3,local,1500,0,0,0
10335,SUMAS,3,local,1500,0,0,0
10336,SWEETWATER,3,local,1500,0,0,0
10337,TACOMA (UP),3,local,1500,0,0,0
10339,TEMPLE,3,local,1500,0,0,0
10340,TENNESSEE,3,intermodal,5000,0,0,0
10341,TOPEKA (BNSF),3,local,1500,0,0,0
10342,TRINIDAD,3,local,1500,0,0,0
10343,UNION STATION,3,local,1500,0,0,0
10344,UNION YARD,3,local,1500,0,0,0
10346,VANCOUVER,3,local,1500,0,0,0
10348,VAUGHN,3,intermodal,5000,0,0,0
10349,WATSON YARD,3,intermodal,5000,0,0,0
10350,WAYNOKA,3,local,1500,0,0,0
10351,WELLINGTON,3,local,1500,0,0,0
10352,WENATCHEE,3,local,1500,0,0,0
10356,WESTERN AVE,3,local,1500,0,0,0
10357,WHITEFISH,3,local,1500,0,0,0
10358,WICHITA,3,local,1500,0,0,0
10359,WICHITA FALLS,3,local,1500,0,0,0
10360,WILLBRIDGE YARD,3,local,1500,0,0,0
10361,WILLISTON,3,local,1500,0,0,0
10362,WILLMAR,3,local,1500,0,0,0
10364,WINSLOW YARD,3,intermodal,5000,0,0,0
10365,WISHRAM,3,local,1500,0,0,0
10366,WISHRAM YARD,3,local,1500,0,0,0
10367,WOLF POINT,3,local,20000,0,0,0
10369,YAKIMA,3,local,1500,0,0,0
10370,YAKIMA YARD,3,local,1500,0,0,0
10371,YALE,3,local,1500,0,0,0
10372,YARDLEY,3,local,1500,0,0,0
10373,YARDLEY YARD,3,local,1500,0,0,0
10374,BLASDELL,3,local,1500,0,0,0
10376,BUFFALO CREEK,3,local,1500,0,0,0
10377,BUFFALO CREEK (BPRR),3,local,1500,0,0,0
10384,NEWCASTLE,3,local,1500,0,0,0
10385,RIKER,3,local,1500,0,0,0
10386,SENECA (BPRR),3,local,20000,0,0,0
10389,UNION STOCK YARD,3,local,1500,0,0,0
10391,COMMERCIAL AVE,3,local,1500,0,0,0
10392,ROCKWELL ST,3,local,1500,0,0,0
10393,PT OF BROWNSVILLE,3,local,1500,0,0,0
10400,RAND,3,local,1500,0,0,0
10401,COLE STREET,3,local,1500,0,0,0
10403,CRESTLINE TRIPLE CROWN,3,local,1500,0,0,0
10404,FORT WAYNE,3,local,1500,0,0,0
10405,LOMBARD YARD,3,local,1500,0,0,0
10406,NAPA JUNCTION YARD,3,local,1500,0,0,0
10407,WOODLAND YARD,3,local,1500,0,0,0
10408,BARRETT,3,local,20000,0,0,0
10409,PALMERTON,3,local,1500,0,0,0
10410,CEDAR RAPIDS SHOPS (CIC),3,local,1500,0,0,0
10411,SMITH-DOWS (CIC),3,local,1500,0,0,0
10418,TUB MTN. (WHITEHALL),3,local,1500,0,0,0
10419,TUCKAHOE,3,local,1500,0,0,0
10420,ALBION 'A' YARD,3,local,1500,0,0,0
10421,BATON ROUGE,3,local,1500,0,0,0
10422,BATTLE CREEK,3,local,1500,0,0,0
10423,BELL,3,local,1500,0,0,0
10424,BESSEMER,3,local,1500,0,0,0
10425,BIWABIK,3,local,1500,0,0,0
10428,BRANCHTON,3,local,1500,0,0,0
10429,BRYANT,3,local,1500,0,0,0
10430,BUTLER (CN),3,local,1500,0,0,0
10431,CALVIN,3,local,1500,0,0,0
10432,CHAMPAIGN,3,local,1500,0,0,0
10433,CHIPPEWA FALLS YARD,3,local,1500,0,0,0
10434,CONNEAUT HARBOR,3,local,1500,0,0,0
10435,CONNEAUT STORAGE,3,local,1500,0,0,0
10436,COUNCIL BLUFFS,3,local,1500,0,0,0
10437,CRAWFORD,3,local,1500,0,0,0
10439,DECATUR (CN),3,local,1500,0,0,0
10440,DESTREHAN,3,local,1500,0,0,0
10441,DETROIT INTERMODAL TERM,3,local,1500,0,0,0
10442,DUBUQUE (CN),3,local,1500,0,0,0
10443,DUBUQUE IP&L YARD,3,local,1500,0,0,0
10444,DULUTH,3,local,1500,0,0,0
10445,EAST,3,local,1500,0,0,0
10446,EAST JOLIET,3,local,1500,0,0,0
10447,EAST ST LOUIS,3,local,1500,0,0,0
10449,EDISON (CN),3,local,1500,0,0,0
10450,EFFINGHAM,3,local,1500,0,0,0
10451,ELSDON,3,local,1500,0,0,0
10453,FLAT ROCK,3,local,1500,0,0,0
10454,FORDHAVEN,3,local,1500,0,0,0
10456,FULTON,3,local,1500,0,0,0
10457,GEISMAR,3,local,1500,0,0,0
10458,GILLEN,3,local,1500,0,0,0
10460,GLENN,3,local,1500,0,0,0
10462,GREENVILLE SHOPS,3,local,1500,0,0,0
10463,GRIFFITH,3,local,1500,0,0,0
10464,GULF YARD,3,local,1500,0,0,0
10465,HAWTHORNE,3,local,1500,0,0,0
10466,HAYDEN AUTOLOAD,3,local,1500,0,0,0
10467,HOLLYWOOD,3,local,1500,0,0,0
10468,IMX,3,local,1500,0,0,0
10469,KANKAKEE,3,local,1500,0,0,0
10471,KIRK,3,local,1500,0,0,0
10472,KIRK (GRW),3,local,1500,0,0,0
10473,LADYSMITH YARD,3,local,1500,0,0,0
10474,LANG,3,local,1500,0,0,0
10475,LANSING DELTA AUTOLOAD,3,local,1500,0,0,0
10477,MANLY TERMINAL,3,local,1500,0,0,0
10478,MARKHAM,3,local,1500,0,0,0
10479,MAYS,3,local,1500,0,0,0
10480,MAZDA PLANT,3,local,1500,0,0,0
10482,NORTH JACKSON,3,local,1500,0,0,0
10485,ORION,3,intermodal,5000,0,0,0
10486,ORION AUTOLOAD,3,local,1500,0,0,0
10489,PONTIAC,3,local,1500,0,0,0
10490,PORT HURON,3,local,1500,0,0,0
10491,PROCTOR YARD,3,local,1500,0,0,0
10492,RAILPORT,3,local,1500,0,0,0
10493,RANIER,3,local,1500,0,0,0
10494,ROCKFORD (CN),3,local,1500,0,0,0
10495,ROUGE,3,local,1500,0,0,0
10496,SARATOGA,3,local,1500,0,0,0
10497,SCHAEFER,3,local,1500,0,0,0
10498,SCHILLER PARK,3,local,1500,0,0,0
10499,SEVIER,3,local,1500,0,0,0
10500,SHENANGO,3,local,1500,0,0,0
10501,SHOPS YARD,3,local,1500,0,0,0
10502,SOO YARD,3,local,20000,0,0,0
10503,SOUTH,3,local,1500,0,0,0
10504,SOUTH CHICAGO (CN),3,local,1500,0,0,0
10505,STATE LINE PWR PLT,3,local,1500,0,0,0
10506,STEVENS POINT YARD,3,local,1500,0,0,0
10507,TORRY,3,local,1500,0,0,0
10508,TUNNEL,3,local,1500,0,0,0
10510,VIRGINIA YARD,3,local,1500,0,0,0
10511,WATERLOO (CN),3,local,1500,0,0,0
10512,WAUKEGAN (CN),3,local,1500,0,0,0
10514,WHITING,3,local,1500,0,0,0
10516,WYANDOTTE,3,local,1500,0,0,0
10518,GLENDALE YARD,3,local,1500,0,0,0
10521,ROSEBURG YARD,3,local,1500,0,0,0
10522,WINCHESTER,3,local,1500,0,0,0
10523,LAURENS,3,local,1500,0,0,0
10524,ADM YARD,3,local,1500,0,0,0
10525,AIRLINE YARD,3,local,1500,0,0,0
10526,ARTESIA,3,local,1500,0,0,0
10528,BATON ROUGE (KCS),3,local,1500,0,0,0
10529,BENSENVILLE,3,local,1500,0,0,0
10530,BETTENDORF,3,local,1500,0,0,0
10531,BOSSIER,3,local,1500,0,0,0
10533,CALIFORNIA AVE,3,local,1500,0,0,0
10535,CLINTON,3,local,1500,0,0,0
10536,CLINTON (CPRS),3,local,1500,0,0,0
10537,DALLAS IMF,3,local,1500,0,0,0
10538,DALLAS IMF (KCS),3,local,1500,0,0,0
10540,DEQUINCY (KCS),3,local,1500,0,0,0
10541,DERAMUS,3,local,1500,0,0,0
10543,ENDERLIN,3,local,1500,0,0,0
10544,FORT EDWARD,3,local,1500,0,0,0
10545,FRUITLAND INDUSTRIAL,3,local,1500,0,0,0
10547,GREENVILLE,3,local,1500,0,0,0
10548,HARVEY,3,local,1500,0,0,0
10549,HASTINGS YARD,3,local,1500,0,0,0
10550,HEAVENER,3,local,1500,0,0,0
10551,HIGH OAK,3,local,1500,0,0,0
10552,HOPKINS,3,local,1500,0,0,0
10554,HURON,3,local,1500,0,0,0
10555,JEFFERSON (KCS),3,local,1500,0,0,0
10556,KCS EAST,3,intermodal,5000,0,0,0
10557,KENDLETON INTERMODAL,3,local,1500,0,0,0
10558,KENDRICK,3,local,1500,0,0,0
10559,KNOCHE,3,local,1500,0,0,0
10560,LAREDO,3,local,20000,0,0,0
10561,LATANIER,3,local,1500,0,0,0
10562,LEESVILLE,3,local,1500,0,0,0
10564,MASON CITY,3,local,20000,0,0,0
10565,MECHANICVILLE,3,local,1500,0,0,0
10566,MERIDIAN (KCS),3,local,1500,0,0,0
10568,MOHAWK,3,local,1500,0,0,0
10569,MONROE YARD (KCS),3,local,1500,0,0,0
10570,MOSSVILLE,3,local,1500,0,0,0
10571,MUSCATINE,3,local,1500,0,0,0
10572,MUSKEGO YARD,3,local,1500,0,0,0
10574,NEW ORLEANS (SHREWSBURY,3,local,1500,0,0,0
10577,NORTHFIELD,3,local,1500,0,0,0
10578,OTTUMWA,3,local,1500,0,0,0
10579,PITTSBURG,3,local,1500,0,0,0
10580,PORT ARTHUR,3,local,1500,0,0,0
10581,PORT OF BEAUMONT,3,local,1500,0,0,0
10582,PORTAGE YARD,3,local,1500,0,0,0
10585,RIVERSIDE PP,3,local,1500,0,0,0
10588,SERRANO,3,local,1500,0,0,0
10589,SHREVEPORT JUNCTION,3,local,1500,0,0,0
10590,SIDING 466,3,local,1500,0,0,0
10591,SOUTH LAREDO,3,local,1500,0,0,0
10592,ST. PAUL YARD,3,local,1500,0,0,0
10593,STINSON AVE YARD,3,local,1500,0,0,0
10594,TAYLOR,3,local,20000,0,0,0
10595,THIEF RIVER FALLS,3,local,1500,0,0,0
10596,TRACY,3,local,1500,0,0,0
